1/B (1/T),Oscillatory MR (%)
0.030184123151222455,0.854986390556885
0.030223667798749316,0.1886352849166954
0.030263212446276177,-0.34855830918433617
0.030302757093803038,-1.0411179827321637
0.0303423017413299,0.30489347578610315
0.03038184638885676,1.4648070747687059
0.03042139103638362,0.22796911556517085
0.030460935683910482,-0.5261166627775118
0.030500480331437343,0.6626782748031399
0.030540024978964204,-0.3649122345437633
0.030579569626491065,1.06491495632708
0.030619114274017926,-0.14820091180105566
0.030658658921544787,-0.3375276632091425
0.030698203569071648,-0.33851239687026324
0.03073774821659851,-0.3682616943387636
0.03077729286412537,0.09001420521261616
0.03081683751165223,-0.31365144788629584
0.03085638215917909,-0.9320639743849589
0.030895926806705953,-0.25847053931082664
0.030935471454232814,-0.531379016652692
0.030975016101759675,0.001726275029597546
0.031014560749286536,-0.8354056065917328
0.031054105396813397,0.06477746283262287
0.031093650044340258,0.2795147275245588
0.03113319469186712,0.29656181531976566
0.03117273933939398,-0.014951611055418146
0.03121228398692084,-1.0392131480520903
0.0312518286344477,-1.1211983972716326
0.031291373281974566,-0.3020914598407542
0.03133091792950142,0.10354734254195352
0.03137046257702829,1.2168645604589083
0.03141000722455514,0.36945176353532955
0.03144955187208201,1.33954606673892
0.031489096519608864,-0.3301072262956434
0.03152864116713573,-1.6669580395804842
0.031568185814662586,-0.20066005943276177
0.031607730462189454,1.5438807347761712
0.03164727510971631,0.2933326031570862
0.031686819757243176,-1.667507826981051
0.03172636440477003,-0.334207772293528
0.0317659090522969,0.5393644801641533
0.03180545369982375,-0.12051171421108386
0.03184499834735062,1.0960689939533976
0.031884542994877474,0.8436586770120338
0.03192408764240434,0.3190316975817608
0.031963632289931196,-0.16089854346852106
0.032003176937458064,0.15060309990905774
0.03204272158498492,0.7594902385979223
0.032082266232511786,-0.23821189204125526
0.03212181088003864,-0.7500581475380916
0.03216135552756551,-0.42902811986240985
0.03220090017509236,-0.45624013751888925
0.03224044482261923,-1.8178098319710907
0.032279989470146084,0.1547613515115986
0.03231953411767295,-0.2178621587088973
0.032359078765199806,0.182925319742691
0.032398623412726674,-1.7823715205803006
0.03243816806025353,-0.11961614475388915
0.032477712707780396,0.3518533093767693
0.03251725735530725,1.7694072611437126
0.03255680200283412,-0.04283073834643425
0.03259634665036097,-2.4498956913385785
0.03263589129788784,1.4026965786967556
0.032675435945414694,-0.4693922822954635
0.03271498059294156,-0.9833622370519799
0.032754525240468416,-1.606353167159844
0.032794069887995284,-0.6600999047750016
0.03283361453552214,-0.5525756341840478
0.032873159183049006,-0.6483392358693868
0.03291270383057586,0.31027924971929544
0.03295224847810273,1.7020553987796974
0.03299179312562958,0.6987770009475636
0.03303133777315645,2.0875002804973897
0.033070882420683304,-0.23981984171126852
0.03311042706821017,-0.8834344286746458
0.033149971715737026,-0.5335944670699047
0.03318951636326389,0.15572513051223746
0.03322906101079075,-1.3978232895718201
0.033268605658317615,-0.45902852317457904
0.03330815030584447,0.44936912334875173
0.03334769495337134,1.4708128914326564
0.03338723960089819,0.865093793062244
0.03342678424842506,-0.24094540125901115
0.03346632889595191,1.1023823108943271
0.03350587354347878,-0.08785919765878114
0.033545418191005635,-0.5281247192614842
0.0335849628385325,-0.04902738060008266
0.03362450748605936,-0.42561269731288615
0.033664052133586225,-1.729108707958729
0.03370359678111308,0.3235528256114534
0.03374314142863995,-1.0006085714387756
0.0337826860761668,-0.5545352251003453
0.03382223072369367,-1.4447070164452804
0.03386177537122052,1.882034336182381
0.03390132001874739,0.5065901075993154
0.033940864666274245,1.290721641950839
0.03398040931380111,-1.8202245178871796
0.03401995396132797,2.001654429510358
0.034059498608854835,0.17057329428511192
0.03409904325638169,-0.44073516802836027
0.03413858790390856,0.37297313606778226
0.03417813255143541,0.220393004177323
0.03421767719896228,-0.19068963310482057
0.03425722184648913,0.38321470145629827
0.034296766494016,0.9348789535151818
0.034336311141542855,0.2580530509953314
0.03437585578906972,0.12668825837403858
0.03441540043659658,1.5209088479076165
0.034454945084123445,1.2217162573920028
0.0344944897316503,0.2769578407423869
0.03453403437917717,0.8415096350371511
0.03457357902670402,0.771666498639681
0.03461312367423089,0.12086286572690624
0.03465266832175774,-1.2465969305794913
0.03469221296928461,0.8929179241773436
0.034731757616811465,-0.4938412291022072
0.03477130226433833,-1.4929892145597952
0.03481084691186519,-1.5746002571754363
0.034850391559392055,-1.2180321910941343
0.03488993620691891,-0.24812466367051078
0.03492948085444578,0.09017060306338037
0.03496902550197263,-0.023712130545742283
0.0350085701494995,-0.4266340127077971
0.03504811479702635,-0.7686567318488606
0.03508765944455322,0.5753011881982578
0.035127204092080075,0.6623038284430808
0.03516674873960694,-0.12649981145360273
0.0352062933871338,-1.1007094720880177
0.035245838034660665,1.3289707477525878
0.03528538268218752,0.9923894766244143
0.03532492732971439,1.0663701289174
0.03536447197724124,0.8537395129363603
0.03540401662476811,1.2609877009875665
0.03544356127229496,-0.6598765341761097
0.03548310591982183,-0.2819934179835508
0.035522650567348685,-1.10583790162337
0.03556219521487555,-0.7359410282225267
0.03560173986240241,-1.183112449531654
0.035641284509929275,0.027242721913520618
0.03568082915745613,1.3642433488705668
0.035720373804983,2.6125879295154566
0.03575991845250985,3.710018454438886
0.03579946310003672,1.3380819980775498
0.03583900774756357,-0.8801233423928868
0.03587855239509044,-0.2292648060472362
0.035918097042617295,-0.15132716348075909
0.03595764169014416,-0.7535039082146411
0.03599718633767102,1.6693277815731709
0.036036730985197885,0.3605745797167441
0.03607627563272474,0.6145687629179603
0.036115820280251607,0.15747587299444238
0.03615536492777846,0.0664996409430274
0.03619490957530533,-1.3039043445862855
0.03623445422283218,0.025292828058443018
0.03627399887035905,0.12738312803026092
0.036313543517885905,-0.36838378985227205
0.03635308816541277,0.17317616977055034
0.036392632812939626,-0.03353275625265506
0.036432177460466494,-0.21107546361694463
0.03647172210799335,0.5316356672966478
0.036511266755520216,1.3266190802946747
0.03655081140304707,-0.029156573461632918
0.03659035605057394,-0.24285326429223242
0.03662990069810079,-0.7263354281207905
0.03666944534562766,-0.40964538980823384
0.036708989993154514,-0.7830040015745875
0.03674853464068138,-0.8373718929406708
0.036788079288208236,-0.2110762409351606
0.036827623935735104,0.33676167950549735
0.03686716858326196,0.784181946881739
0.036906713230788826,0.626611615474831
0.03694625787831568,1.2433229585753562
0.03698580252584255,-0.13296283887095955
0.0370253471733694,-0.4894315931682061
0.03706489182089627,-0.4346172569892466
0.037104436468423124,0.886656805753164
0.03714398111594999,0.3059596799804676
0.037183525763476846,-0.8890705503318045
0.037223070411003714,0.468622884403526
0.03726261505853057,0.6875027149419332
0.037302159706057436,0.9946591894011797
0.03734170435358429,0.745413074875466
0.03738124900111116,-0.4698733037025935
0.03742079364863801,-1.0709027303788292
0.03746033829616488,-1.1020858561104578
0.037499882943691734,0.8074114169092792
0.0375394275912186,-0.29163431362187575
0.037578972238745456,-0.07731726737367367
0.037618516886272324,0.02087449710450545
0.03765806153379918,-0.3136899557294447
0.037697606181326046,-0.42243273497640527
0.0377371508288529,-0.2578863566494468
0.03777669547637977,-0.5084208047775984
0.03781624012390662,-0.773977494028115
0.03785578477143349,-0.45001318482645575
0.037895329418960344,-0.29987368286767935
0.03793487406648721,-0.2276876789692357
0.037974418714014066,1.3952661189803908
0.038013963361540934,0.14400601687284098
0.03805350800906779,-1.0228734785713893
0.038093052656594656,0.0917745265995189
0.03813259730412151,0.7088748147798659
0.03817214195164838,-0.6597522749473237
0.03821168659917523,-0.33054084948743184
0.0382512312467021,-0.3415049075978568
0.038290775894228954,-1.0108138168222647
0.03833032054175582,-2.0572392769571453
0.038369865189282676,-1.1868611542340453
0.038409409836809544,-0.14033050143104653
0.0384489544843364,-0.9888275266596831
0.038488499131863266,0.4545509374331977
0.03852804377939012,0.7852742909204763
0.03856758842691699,0.36537845918761036
0.03860713307444384,-0.950066619684042
0.03864667772197071,-0.37905989503310805
0.038686222369497564,-0.1203380675399145
0.03872576701702443,-0.4735195159152353
0.038765311664551286,0.3003466678863344
0.038804856312078154,0.23110269243521775
0.03884440095960501,-0.4818485372148248
0.038883945607131876,-1.5537849450196584
0.03892349025465873,-1.1097577764194364
0.0389630349021856,-0.571798441572838
0.03900257954971245,-0.576270623138509
0.03904212419723932,-0.30014289065067246
0.039081668844766174,0.07877934388148766
0.03912121349229304,1.638750072056474
0.039160758139819896,-0.4949703399375608
